逕コ蜷繝輔Μ繧ャ繝諤ァ蛻・,邱乗焚,0豁ウ,1豁ウ,2豁ウ,3豁ウ,4豁ウ,5豁ウ,6豁ウ,7豁ウ,8豁ウ,9豁ウ,10豁ウ,11豁ウ,12豁ウ,13豁ウ,14豁ウ,15豁ウ,16豁ウ,17豁ウ,18豁ウ,19豁ウ,20豁ウ,21豁ウ,22豁ウ,23豁ウ,24豁ウ,25豁ウ,26豁ウ,27豁ウ,28豁ウ,29豁ウ,30豁ウ,31豁ウ,32豁ウ,33豁ウ,34豁ウ,35豁ウ,36豁ウ,37豁ウ,38豁ウ,39豁ウ,40豁ウ,41豁ウ,42豁ウ,43豁ウ,44豁ウ,45豁ウ,46豁ウ,47豁ウ,48豁ウ,49豁ウ,50豁ウ,51豁ウ,52豁ウ,53豁ウ,54豁ウ,55豁ウ,56豁ウ,57豁ウ,58豁ウ,59豁ウ,60豁ウ,61豁ウ,62豁ウ,63豁ウ,64豁ウ,65豁ウ,66豁ウ,67豁ウ,68豁ウ,69豁ウ,70豁ウ,71豁ウ,72豁ウ,73豁ウ,74豁ウ,75豁ウ,76豁ウ,77豁ウ,78豁ウ,79豁ウ,80豁ウ,81豁ウ,82豁ウ,83豁ウ,84豁ウ,85豁ウ,86豁ウ,87豁ウ,88豁ウ,89豁ウ,90豁ウ,91豁ウ,92豁ウ,93豁ウ,94豁ウ,95豁ウ,96豁ウ,97豁ウ,98豁ウ,99豁ウ,100豁ウ莉・荳
逎ッ蟄仙玄蜷郁ィ繧、繧ス繧エ繧ッ_繧エ繧ヲ繧ア繧、,逕キ,82954,756,758,746,755,677,696,699,728,683,705,694,646,715,707,739,743,814,834,906,975,962,953,1056,1152,1233,1311,1371,1448,1553,1687,1566,1527,1532,1510,1452,1471,1131,1353,1180,1249,1094,1126,1035,1013,1068,989,1032,1086,964,1117,1170,1331,1421,1579,1551,1495,1037,1059,1262,1256,1257,1194,992,963,887,935,920,949,865,880,791,742,686,707,626,577,536,516,388,343,316,249,208,178,156,127,141,95,88,74,51,44,30,40,14,7,10,6,6,2,0
荵⒧惠逕コ,繝偵し繧ュ,螂ウ,1149,1,11,6,6,13,13,6,10,10,10,6,4,14,9,7,4,10,15,8,11,5,10,12,13,21,16,16,16,23,23,30,20,19,14,21,14,8,14,9,15,12,10,12,11,11,13,5,11,10,15,13,17,21,19,24,20,10,16,20,12,19,8,19,14,13,22,19,10,17,17,16,14,15,8,6,16,19,10,7,16,16,10,11,11,5,9,6,6,3,1,4,2,0,3,0,0,0,0,0,0,2
豌キ蜿匁イ「逕コ,繝偵ヨ繝ェ繧カ繝ッ繝√Ι繧ヲ,逕キ,1873,8,10,5,18,25,12,17,10,14,20,15,18,15,21,30,16,21,30,43,36,34,31,30,32,40,27,29,45,29,33,25,21,23,20,24,18,19,21,19,17,16,17,16,21,19,27,26,23,23,27,34,35,47,51,62,58,35,31,37,33,39,33,25,24,19,16,18,15,11,20,13,6,9,10,6,4,4,4,8,5,3,3,3,4,3,0,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0
豌キ蜿匁イ「逕コ,繝偵ヨ繝ェ繧カ繝ッ繝√Ι繧ヲ,螂ウ,1869,6,12,11,8,9,16,14,5,25,18,18,15,18,25,19,26,13,25,37,17,32,32,46,31,33,30,32,24,30,25,24,18,23,15,25,19,14,24,22,26,20,22,16,14,20,36,33,29,29,42,43,55,53,44,49,63,25,26,39,30,45,24,29,11,12,20,16,10,12,14,12,14,11,9,11,5,6,2,7,7,4,3,1,5,5,5,2,0,6,3,2,1,1,3,1,0,0,0,0,0,0
逎ッ蟄蝉クク∫岼,繧、繧ス繧エ1,逕キ,55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,0,1,0,0,3,0,1,1,1,2,1,2,1,0,2,1,0,0,0,0,1,0,0,0,1,1,1,2,2,0,0,1,0,0,2,2,0,2,0,2,2,3,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
逎ッ蟄蝉クク∫岼,繧、繧ス繧エ1,螂ウ,53,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,0,0,2,1,0,2,3,2,1,2,1,1,2,1,0,0,1,1,2,0,1,1,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
逎ッ蟄蝉コ御ク∫岼,繧、繧ス繧エ2,逕キ,2009,17,19,11,17,16,15,19,16,19,16,15,17,18,15,5,19,15,15,25,21,33,25,25,50,45,52,36,54,43,39,36,32,37,48,40,33,38,42,27,35,41,24,30,21,25,32,25,30,19,29,28,25,40,32,37,41,26,21,29,31,27,27,15,19,17,12,17,15,14,25,10,8,13,14,11,10,12,9,4,5,3,7,7,1,4,4,4,2,1,4,0,0,0,1,0,0,0,1,0,0,0
逎ッ蟄蝉コ御ク∫岼,繧、繧ス繧エ2,螂ウ,2000,23,15,11,21,22,21,14,24,30,14,17,17,12,13,11,9,16,24,12,17,19,33,24,29,29,27,25,32,45,40,32,41,33,34,34,39,24,32,24,26,32,17,21,28,26,26,18,24,28,22,26,39,34,43,37,30,20,19,39,34,23,26,34,14,15,17,18,26,19,20,14,23,12,19,13,21,16,16,8,14,15,7,14,7,12,8,6,3,6,4,4,2,2,3,6,1,1,2,1,0,0
逎ッ蟄蝉ク我ク∫岼,繧、繧ス繧エ3,逕キ,1822,19,17,10,16,10,15,10,12,14,5,13,7,5,8,10,12,11,13,18,14,15,15,21,29,29,27,19,24,26,51,47,34,47,41,36,45,38,31,35,33,29,30,23,24,17,16,27,21,24,32,29,40,29,38,38,35,25,27,38,34,17,33,20,13,14,16,29,18,23,19,17,15,16,21,11,18,7,10,9,6,4,6,2,2,5,2,4,0,4,0,1,1,0,1,0,0,0,0,0,0,0
逎ッ蟄蝉ク我ク∫岼,繧、繧ス繧エ3,螂ウ,1918,19,14,20,20,9,5,14,16,13,8,9,8,10,8,14,15,16,22,19,19,26,20,23,21,39,29,29,29,23,41,44,31,45,34,31,27,24,31,30,28,21,19,26,27,26,19,21,30,24,31,24,36,33,41,37,27,19,32,36,40,38,22,25,21,23,26,25,27,18,25,22,20,28,19,15,13,11,16,9,10,11,2,11,3,2,4,6,4,0,2,4,0,0,2,0,0,1,0,0,0,1
逎ッ蟄仙屁荳∫岼,繧、繧ス繧エ4,逕キ,425,3,2,0,1,3,4,3,4,5,2,5,2,3,1,3,5,7,4,7,3,8,3,9,7,6,11,7,9,4,3,8,5,5,8,10,2,4,5,7,6,4,2,5,6,2,4,5,7,4,3,10,8,9,15,9,10,9,3,8,10,3,7,3,4,5,5,2,8,6,2,6,4,8,7,5,3,2,2,2,3,1,3,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
逎ッ蟄仙屁荳∫岼,繧、繧ス繧エ4,螂ウ,464,3,0,2,5,4,5,4,5,4,2,4,0,3,3,5,7,2,10,3,9,4,5,10,5,5,4,4,11,7,6,6,5,7,7,6,6,2,7,4,8,3,6,3,7,3,5,6,5,7,7,8,10,7,7,8,12,5,6,8,3,8,4,7,3,7,2,11,8,5,5,7,4,7,4,2,4,6,1,2,4,3,5,5,4,5,3,1,1,1,1,1,2,3,1,0,0,1,0,0,0,1
逎ッ蟄蝉コ比ク∫岼,繧、繧ス繧エ5,逕キ,865,7,6,7,14,9,9,7,13,15,7,7,9,2,13,11,15,13,13,16,16,16,21,20,13,17,16,18,12,12,17,8,7,12,7,7,9,12,7,7,11,12,7,8,9,9,3,11,10,13,13,7,15,21,28,27,19,17,10,15,26,13,15,9,17,10,11,10,7,8,4,2,1,2,1,0,5,1,4,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
逎ッ蟄蝉コ比ク∫岼,繧、繧ス繧エ5,螂ウ,884,7,10,6,9,4,10,9,5,9,3,11,8,6,12,11,10,9,13,13,16,15,19,19,16,19,20,12,15,12,11,17,7,15,7,8,15,11,16,5,6,7,11,8,10,8,11,8,18,19,26,23,19,19,29,28,19,12,12,10,12,12,12,12,10,10,3,7,5,6,4,4,4,3,1,2,4,6,4,1,5,1,1,2,1,2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
逎ッ蟄仙荳∫岼,繧、繧ス繧エ6,逕キ,1270,13,12,6,14,12,14,17,19,19,10,14,14,19,15,13,17,17,18,13,18,20,20,17,11,15,19,16,6,18,17,17,26,16,19,23,23,12,22,15,22,19,15,10,18,13,13,21,17,20,13,23,23,20,29,18,18,23,12,15,16,15,18,17,12,10,24,8,14,7,15,13,15,9,12,10,10,8,12,3,6,4,6,2,4,2,2,1,1,1,2,1,0,0,1,0,0,0,0,0,1,0
逎ッ蟄仙荳∫岼,繧、繧ス繧エ6,螂ウ,1264,11,12,15,14,10,15,11,7,13,11,12,13,10,11,16,17,11,9,21,8,20,15,14,18,12,19,16,17,14,18,19,22,25,18,18,15,18,17,20,17,9,21,18,18,18,19,16,15,18,11,20,20,24,23,28,16,9,15,25,25,21,16,11,15,4,12,14,16,12,17,14,13,10,10,7,19,8,9,3,10,5,6,5,6,9,4,6,4,1,3,3,0,2,0,1,1,0,0,0,0,0
逎ッ蟄蝉クク∫岼,繧、繧ス繧エ7,逕キ,844,8,9,3,10,7,14,5,12,6,10,12,8,12,10,7,5,11,8,4,9,7,11,5,6,5,10,9,13,11,5,7,12,19,21,11,23,18,13,15,19,10,15,9,15,11,16,12,18,7,16,11,16,13,23,13,23,3,11,11,12,15,15,13,10,7,7,6,9,9,8,10,5,4,7,11,4,3,2,1,3,3,3,1,3,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
逎ッ蟄蝉クク∫岼,繧、繧ス繧エ7,螂ウ,880,11,7,13,8,6,11,6,8,13,10,7,11,11,9,9,15,6,13,6,8,16,7,10,11,10,10,9,7,8,17,15,14,13,23,13,17,7,13,13,10,11,16,15,10,19,12,6,12,13,8,15,21,10,20,15,10,13,8,10,14,14,11,7,7,8,8,10,6,6,7,17,6,5,5,7,9,1,3,8,5,8,2,5,3,2,2,3,5,1,1,1,1,1,3,0,0,1,0,0,2,0
逎ッ蟄仙荳∫岼,繧、繧ス繧エ8,逕キ,542,8,10,3,3,5,3,5,1,9,7,3,6,4,4,6,5,9,7,5,8,7,2,9,8,6,3,5,7,7,10,7,12,12,8,12,5,6,4,9,4,10,6,6,6,4,9,12,9,8,10,10,7,7,5,9,11,9,7,7,7,10,11,5,8,7,8,2,3,6,7,1,4,8,3,7,5,5,5,6,2,3,1,2,2,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
逎ッ蟄仙荳∫岼,繧、繧ス繧エ8,螂ウ,564,6,5,3,3,9,6,2,5,3,3,3,5,3,2,4,6,6,13,4,7,6,9,7,4,8,3,4,8,10,10,11,6,12,7,8,10,4,9,6,6,11,10,8,7,3,5,9,7,7,7,12,6,6,10,11,13,2,6,7,11,9,7,8,6,7,9,8,3,2,4,7,8,10,11,8,10,4,8,2,2,5,4,1,2,2,1,2,1,3,1,0,3,1,0,0,0,0,0,0,0,1
逎ッ蟄仙床,繧、繧ス繧エ繝う,逕キ,654,3,8,5,7,7,5,6,12,6,5,9,5,7,7,4,7,6,8,8,4,10,7,6,5,2,6,7,7,15,9,4,12,16,15,14,12,8,15,10,14,6,8,12,12,7,5,6,8,3,13,6,9,5,10,7,14,8,11,7,3,7,8,6,8,8,8,11,6,7,16,10,7,13,3,5,7,9,7,6,6,1,4,1,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
逎ッ蟄仙床,繧、繧ス繧エ繝う,螂ウ,759,3,9,7,10,4,12,3,7,5,5,7,5,7,8,5,9,7,8,7,4,7,8,6,6,6,9,6,8,16,14,8,15,14,17,18,10,10,9,11,17,10,10,10,6,10,13,6,8,11,8,11,10,9,7,11,12,10,9,6,8,11,12,13,13,9,10,10,10,12,12,11,6,9,10,9,11,13,10,4,5,1,2,6,3,0,1,1,3,0,1,2,2,3,1,0,1,0,0,0,0,0
譁ー逎ッ蟄千伴,繧キ繝ウ繧、繧ス繧エ,逕キ,24,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
譁ー逎ッ蟄千伴,繧キ繝ウ繧、繧ス繧エ,螂ウ,23,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
荳顔伴,繧ォ繝溘メ繝ァ繧ヲ,逕キ,673,6,8,7,9,3,11,9,6,10,8,4,6,8,5,3,6,8,3,6,11,6,9,3,5,16,10,8,9,12,9,7,14,13,14,18,10,13,14,9,6,10,9,7,7,9,9,5,11,6,8,6,11,20,5,16,12,8,12,7,10,7,10,11,4,4,4,6,7,3,9,4,4,3,12,3,7,1,8,3,6,4,5,3,4,2,1,3,2,0,0,0,1,0,2,0,0,0,0,0,0,0
荳顔伴,繧ォ繝溘メ繝ァ繧ヲ,螂ウ,728,8,9,9,14,8,9,6,11,6,7,6,7,7,2,8,5,1,5,8,9,7,10,9,7,11,9,11,8,12,10,12,17,9,7,16,18,9,14,10,6,5,6,7,11,5,11,11,5,6,6,9,11,13,13,9,17,10,9,9,8,4,12,3,7,13,8,11,11,7,4,14,9,7,6,4,5,5,5,6,9,4,4,4,4,5,4,4,2,2,1,0,2,1,1,1,0,1,0,0,0,0
荳贋クュ驥檎伴,繧ォ繝溘リ繧ォ繧カ繝医メ繝ァ繧ヲ,逕キ,2269,15,11,13,12,18,13,22,16,21,20,27,22,26,20,20,21,33,28,30,30,26,34,31,42,25,41,38,34,39,34,39,34,17,45,37,41,18,28,18,24,27,20,28,31,31,25,41,28,29,22,33,34,46,48,58,43,41,43,57,40,50,37,30,41,41,27,24,22,25,23,14,14,15,18,12,14,18,10,12,8,7,2,3,4,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
荳贋クュ驥檎伴,繧ォ繝溘リ繧ォ繧カ繝医メ繝ァ繧ヲ,螂ウ,2240,15,17,14,10,21,21,15,21,20,19,13,16,22,19,29,29,23,24,27,31,23,23,20,39,21,32,38,49,43,39,37,39,28,33,15,26,25,25,34,27,27,20,30,32,28,26,33,31,27,26,41,31,53,52,54,73,44,33,42,40,50,36,28,29,20,35,32,17,17,24,14,25,14,14,18,14,17,3,5,5,4,12,9,4,9,4,4,4,2,2,2,0,0,2,0,0,0,0,0,0,0
譬玲惠荳ク∫岼,繧ッ繝ェ繧ュ1,逕キ,1030,12,8,6,7,10,6,7,9,5,9,2,7,11,5,10,7,8,11,10,12,13,12,12,14,13,14,10,18,9,16,17,18,28,16,19,18,10,13,15,17,10,12,10,13,15,10,16,17,13,14,10,16,19,18,22,21,10,19,11,12,20,14,15,9,16,15,12,9,11,7,15,8,20,10,14,11,11,10,9,10,3,1,7,5,1,5,2,3,2,0,1,1,1,0,0,0,0,0,0,0,0
譬玲惠荳ク∫岼,繧ッ繝ェ繧ュ1,螂ウ,971,6,6,8,4,9,7,4,3,6,7,9,10,7,8,8,14,3,9,8,15,14,5,16,6,16,10,16,14,13,13,17,19,11,18,12,14,9,14,12,13,8,10,9,10,15,11,16,6,9,8,19,15,13,23,15,16,12,14,19,12,17,17,9,9,13,13,14,11,10,25,14,13,13,12,5,10,13,11,8,11,8,7,5,5,1,3,5,6,3,1,1,1,1,0,0,1,1,0,1,0,0
譬玲惠莠御ク∫岼,繧ッ繝ェ繧ュ2,逕キ,1037,6,9,11,16,9,5,21,7,11,9,9,6,12,15,12,12,15,15,14,17,11,18,16,19,19,15,14,12,15,21,13,15,16,12,18,11,13,15,17,15,7,16,13,16,16,11,15,23,10,11,23,20,15,28,19,18,23,15,22,8,16,15,7,10,3,7,10,9,9,10,6,10,3,8,6,6,1,4,6,1,1,4,5,2,2,3,2,0,1,2,0,0,1,2,0,0,0,0,0,0,0
譬玲惠莠御ク∫岼,繧ッ繝ェ繧ュ2,螂ウ,1058,10,14,10,7,6,14,11,13,15,9,8,11,10,9,12,12,16,8,13,16,15,22,14,14,15,12,22,11,17,16,17,4,18,16,13,16,20,17,16,22,15,13,12,13,16,15,12,12,19,15,14,19,25,24,29,17,11,10,17,19,8,11,5,9,7,11,13,11,10,10,12,10,7,2,3,7,6,12,2,7,7,1,3,0,4,3,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0
譬玲惠荳我ク∫岼,繧ッ繝ェ繧ュ3,逕キ,966,8,7,7,11,7,10,10,11,9,8,11,4,7,9,8,9,11,11,12,12,10,6,19,10,22,21,24,11,24,11,9,17,16,18,15,15,13,17,14,18,14,12,18,12,12,8,13,12,11,13,11,16,12,16,19,19,10,14,10,14,12,13,15,13,14,11,15,12,16,9,6,7,7,5,6,8,4,8,6,5,4,1,4,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
譬玲惠荳我ク∫岼,繧ッ繝ェ繧ュ3,螂ウ,949,8,6,7,8,12,8,10,5,12,7,8,6,9,6,11,7,14,12,10,11,19,11,14,12,13,17,12,9,22,11,14,15,21,12,14,18,12,8,10,19,10,13,10,13,10,8,18,12,12,15,9,10,17,19,18,14,10,20,18,15,15,20,16,5,8,12,14,12,13,4,5,12,7,5,10,3,7,6,8,5,4,2,4,7,4,1,1,2,0,3,0,0,2,0,0,0,0,1,0,0,0
荳ク螻ア荳ク∫岼,繝槭Ν繝、繝,逕キ,2056,20,29,37,28,17,25,20,19,22,17,17,14,33,29,22,27,29,37,37,28,27,28,27,28,24,24,31,29,22,28,27,32,32,43,27,34,31,32,24,46,22,36,26,39,35,33,26,39,35,33,26,36,48,44,47,28,21,23,42,28,23,20,25,15,14,10,19,14,13,18,13,9,8,8,8,11,11,8,4,3,5,2,2,3,3,2,4,3,1,0,1,3,0,2,0,0,1,0,0,0,0
荳ク螻ア荳ク∫岼,繝槭Ν繝、繝,螂ウ,2092,17,22,28,22,25,24,21,28,15,28,29,22,30,18,22,27,24,28,24,33,33,21,30,44,42,35,40,32,36,39,37,34,42,24,37,27,24,33,29,25,27,36,35,38,28,27,32,38,21,38,37,27,30,47,33,35,12,10,17,27,16,18,22,11,16,18,20,11,17,10,9,16,9,13,11,8,19,11,9,9,6,6,9,8,10,8,4,5,2,2,3,3,2,2,1,0,2,0,0,0,0
荳ク螻ア莠御ク∫岼,繝槭Ν繝、繝,逕キ,778,1,5,5,3,2,4,7,2,6,10,2,10,5,6,8,5,12,9,7,18,9,6,9,9,11,13,12,10,19,13,14,12,11,13,12,12,15,13,7,10,13,5,10,6,7,10,12,10,8,13,11,15,16,24,18,15,10,11,14,15,10,12,15,11,4,6,4,14,8,3,5,12,9,8,9,4,4,6,3,10,5,2,1,1,0,2,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0
荳ク螻ア莠御ク∫岼,繝槭Ν繝、繝,螂ウ,743,6,3,1,2,5,2,5,4,9,8,2,7,7,5,7,7,4,12,7,4,7,10,13,9,13,8,11,12,8,7,5,12,5,7,10,7,8,10,6,6,10,9,15,7,11,19,7,8,6,7,12,12,10,18,21,12,10,12,10,10,12,15,10,7,9,10,13,11,10,8,5,15,5,8,8,13,9,10,3,8,4,5,4,9,6,3,7,3,2,1,1,0,0,0,0,0,0,2,0,0,0
蟲ー逕コ,繝溘ロ繝√Ι繧ヲ,逕キ,200,0,0,1,1,1,1,1,2,1,0,2,5,0,1,3,0,3,1,0,5,5,4,2,3,3,2,1,3,1,7,3,2,5,4,4,1,2,4,2,2,1,0,4,1,2,2,1,9,1,7,2,3,4,4,4,6,2,3,1,5,3,3,2,5,2,6,2,4,1,2,1,1,3,4,1,1,0,3,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
